Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Canterbury/3/2017	EPI1082550	2017-03-15	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.04	10.00	2017.20	2017-03-15
A/BadenWurttemberg/250/2017	EPI1022845	2017-04-10	Europe	Germany	unknown	Robert Koch Institute	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.03	11.00	2017.27	2017-04-10
A/Maldives/176/2017	EPI994099	2017-02-25	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.04	10.00	2017.16	2017-02-26
A/Bangladesh/1198/2017	EPI1057128	2017-02-15	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.05	10.00	2017.13	2017-XX-XX
A/HongKong/2163/2017	EPI1019917	2017-05-16	China	Hong Kong	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.02	12.00	2017.37	2017-05-16
A/Indonesia/Nihrd-Pdg426/2017	EPI1130315	2017-05-03	Southeast Asia	Indonesia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.03	12.00	2017.34	2017-05-04
A/Mie/24/2017	EPI1085177	2017-07-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	6.00	0.02	10.00	2017.54	2017-07-18
A/Mie/21/2017	EPI1073958	2017-07-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	5.00	0.02	10.00	2017.52	2017-07-10
A/Mie/19/2017	EPI1073954	2017-07-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	5.00	0.02	10.00	2017.52	2017-07-10
A/Bangladesh/5/2017	EPI1056749	2017-05-14	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2017.37	2017-05-15
A/Nagano-C/54/2017	EPI1085165	2017-05-28	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2017.41	2017-05-29
A/Mauritius/471/2017	EPI1114328	2017-06-01	Africa	Mauritius	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2017.42	2017-06-02
A/Bangladesh/4010/2017	EPI1085197	2017-08-09	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2017.61	2017-08-09
A/SaudiArabia/246644/2017	EPI1054445	2017-02-24	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.04	10.00	2017.15	2017-02-25
A/Bangladesh/1012/2017	EPI1017816	2017-04-25	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.52	6b1	0.00	0.00	0.02	5.00	0.03	10.00	2017.31	2017-04-25
A/Maldives/578/2017	EPI994254	2017-03-26	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.03	10.00	2017.24	2017-03-27
A/Phetchaburi/195/2017	EPI1197967	2017-08-03	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2017.59	2017-08-04
A/SuratThani/78/2017	EPI1058915	2017-06-16	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2017.46	2017-06-16
A/Paris/1554/2017	EPI1139983	2017-09-05	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2017.68	2017-09-06
A/Bangladesh/1222/2017	EPI1057104	2017-06-29	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2017.49	2017-XX-XX
A/Bangladesh/9015/2017	EPI1046972	2017-06-13	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2017.45	2017-06-14
A/Bangladesh/5028/2017	EPI1046957	2017-06-15	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2017.45	2017-06-15
A/Bangladesh/3400/2017	EPI1017407	2017-05-08	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.03	10.00	2017.35	2017-05-08
A/Bangladesh/4004/2017	EPI1017559	2017-04-12	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.19	0.50	6b1	0.00	0.00	0.00	4.00	0.03	10.00	2017.28	2017-04-12
A/SaudiArabia/1133704245/2017	EPI1060805	2017-02-25	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.10	0.50	6b1	0.00	0.00	0.00	4.00	0.05	11.00	2017.16	2017-02-26
A/Brisbane/17/2017	EPI1021904	2017-01-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.10	0.50	6b1	0.00	0.00	0.00	4.00	0.07	12.00	2017.06	2017-01-22
A/Oman/3302/2017	EPI1082192	2017-03-16	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.10	0.50	6b1	0.00	0.00	0.00	4.00	0.05	11.00	2017.21	2017-XX-XX
A/India/1030/2017	EPI989235	2017-01-11	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.50	6b1	0.00	0.00	0.00	4.00	0.07	11.00	2017.03	2017-01-12
A/Singapore/NUH0005/2017	EPI1023290	2017-03-23	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.10	0.50	6b1	0.00	0.00	0.00	4.00	0.05	11.00	2017.23	2017-03-24
A/Perth/10/2017	EPI1021898	2017-01-23	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.07	11.00	2017.07	2017-01-24
A/India/1657/2017	EPI989243	2017-01-23	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.07	11.00	2017.07	2017-01-24
A/Singapore/TT0330/2017	EPI1022862	2017-03-15	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.05	12.00	2017.21	2017-03-16
A/Philippines/212/2017	EPI1039881	2017-04-20	Southeast Asia	Philippines	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	5.00	0.04	11.00	2017.30	2017-04-20
A/HongKong/2162/2017	EPI1019915	2017-05-14	China	Hong Kong	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.03	13.00	2017.37	2017-05-15
A/Sagamihara/41/2017	EPI1085171	2017-05-17	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.03	12.00	2017.38	2017-05-18
A/Canterbury/13/2017	EPI1082760	2017-06-27	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.02	11.00	2017.49	2017-06-28
A/Canterbury/6/2017	EPI1044651	2017-05-08	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.03	12.00	2017.35	2017-05-08
A/Singapore/GP0638/2017	EPI1022990	2017-04-17	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.04	12.00	2017.30	2017-04-18
A/England/73020505/2017	EPI1112300	2017-07-15	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.02	11.00	2017.54	2017-07-16
A/Arizona/33/2017	EPI1025160	2017-05-06	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.03	11.00	2017.35	2017-05-07
A/Singapore/TT0301/2017	EPI1023102	2017-03-08	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.05	11.00	2017.19	2017-03-09
A/Singapore/KK0251/2017	EPI1023134	2017-03-10	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.05	11.00	2017.19	2017-03-10
A/Sukhothai/95/2017	EPI1058907	2017-06-26	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.02	12.00	2017.48	2017-06-26
A/Victoria/226/2017	EPI1140371	2017-10-02	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2017.76	2017-10-03
A/Victoria/238/2017	EPI1153115	2017-10-02	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2017.76	2017-10-03
A/Brisbane/66/2017	EPI1044612	2017-05-24	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.03	11.00	2017.39	2017-05-24
A/NewZealand/2183/2017	EPI1099283	2017-09-13	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.20	0.50	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2017.70	2017-09-14
A/Pakistan/216/2018	EPI1195474	2018-01-08	West Asia	Pakistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	6.00	0.01	11.00	2018.02	2018-01-09
A/Pakistan/77/2017	EPI1195490	2017-12-22	West Asia	Pakistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	6.00	0.01	11.00	2017.98	2017-12-23
A/Minnesota/34/2017	EPI1039723	2017-06-13	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.11	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2017.45	2017-06-14
A/Bangladesh/9003/2017	EPI1047020	2017-06-19	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.11	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	11.00	2017.47	2017-06-19
A/India/217/2017	EPI1078414	2017-05-09	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.11	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	10.00	2017.35	2017-05-09
A/Georgia/17/2017	EPI1146880	2017-06-27	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2017.49	2017-06-28
A/Oman/8909/2017	EPI1161118	2017-09-27	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	10.00	2017.74	2017-09-28
A/Oman/5678/2017	EPI1088797	2017-10-11	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2017.78	2017-10-11
A/England/72260786/2017	EPI1112759	2017-05-24	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	10.00	2017.40	2017-05-25
A/Wakayama-C/106/2017	EPI1087520	2017-07-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	10.00	2017.56	2017-07-22
A/Myanmar/17M041P/2017	EPI1260453	2017-10-31	Southeast Asia	Myanmar	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	11.00	2017.84	2017-11-01
A/Ratchaburi/412/2017	EPI1186183	2017-09-26	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	10.00	2017.74	2017-09-26
A/Paris/1224/2017	EPI1009597	2017-04-29	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.06	10.00	2017.33	2017-04-30
A/Paris/1227/2017	EPI1009613	2017-05-02	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	10.00	2017.34	2017-05-03
A/Paris/1226/2017	EPI1009605	2017-05-02	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	10.00	2017.34	2017-05-03
A/Paris/1229/2017	EPI1009621	2017-05-03	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	10.00	2017.34	2017-05-04
A/AbuDhabi/40/2017	EPI1180060	2017-10-30	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	10.00	2017.83	2017-10-30
A/Ontario/RV2297/2017	EPI1105384	2017-09-13	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2017.70	2017-09-14
A/Guangxi-Yuzhou/SWL1489/2018	EPI1340338	2018-05-27	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	11.00	2018.40	2018-05-27
A/Hubei-Dongbao/SWL1750/2017	EPI1125244	2017-09-05	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2017.68	2017-09-05
A/Tianjin-Baodi/SWL11/2018	EPI1168662	2018-01-01	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	13.00	2018.00	2018-01-01
A/Shenzhen/2019-14200/2018	EPI1380982	2018-04-22	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	11.00	2018.31	2018-04-23
A/Shenzhen/2019-14202/2018	EPI1380988	2018-08-14	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	11.00	2018.62	2018-08-14
A/Hunan-Zhuhui/SWL13/2018	EPI1168647	2018-01-03	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.01	2018-01-04
A/Guizhou-Xixiu/SWL1883/2017	EPI1136248	2017-11-12	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2017.87	2017-11-13
A/Shenzhen/2019-14163/2018	EPI1380874	2018-02-23	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.15	2018-02-23
A/Macau/601562/2018	EPI1242958	2018-02-28	China	China	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	10.00	2018.16	2018-02-28
A/Jiangsu-Tinghu/SWL11150/2018	EPI1340362	2018-07-15	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	10.00	2018.54	2018-07-16
A/Yunnan-Zhaoyang/SWL1367/2018	EPI1340682	2018-04-09	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	10.00	2018.27	2018-04-09
A/Incheon/1237/2018	EPI1277072	2018-02-25	Japan Korea	South Korea	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	10.00	2018.16	2018-02-26
A/Mauritius/1660/2017	EPI1114312	2017-08-15	Africa	Mauritius	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	15.00	2017.62	2017-08-16
A/Bangladesh/4005/2017	EPI1085213	2017-08-11	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	10.00	2017.61	2017-08-12
A/Bangladesh/4013/2017	EPI1046933	2017-06-15	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2017.45	2017-06-15
A/Michigan/265/2017	EPI1039667	2017-06-12	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	11.00	2017.45	2017-06-13
A/Slovenia/2794/2017	EPI1171987	2017-12-29	Europe	Slovenia	unknown	National Laboratory For Health Environment And Food	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	6.00	0.01	12.00	2017.99	2017-12-29
A/HongKong/4790/2017	EPI1107378	2017-10-05	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	11.00	2017.76	2017-10-06
A/Michigan/277/2017	EPI1060187	2017-08-14	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	10.00	2017.62	2017-08-15
A/Norway/1888/2017	EPI978889	2017-03-19	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.07	10.00	2017.22	2017-03-20
A/England/72100741/2017	EPI1112188	2017-05-17	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	10.00	2017.38	2017-05-17
A/Saitama-C/22/2017	EPI1147991	2017-09-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	11.00	2017.71	2017-09-15
A/Missouri/52/2017	EPI1163030	2017-10-25	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	11.00	2017.82	2017-XX-XX
A/HongKong/4997/2017	EPI1202015	2017-12-11	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	11.00	2017.95	2017-12-12
A/ClermontFerrand/1873/2017	EPI1188259	2017-08-18	Europe	France	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	11.00	2017.63	2017-08-19
A/Paris/1447/2017	EPI1098411	2017-10-20	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	10.00	2017.80	2017-10-20
A/Osaka/161/2017	EPI1009579	2017-03-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.07	10.00	2017.21	2017-03-18
A/Cambodia/926/2017	EPI1181699	2017-10-12	Southeast Asia	Cambodia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	11.00	2017.78	2017-10-13
A/Cambodia/B1212407/2017	EPI1179612	2017-12-07	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	11.00	2017.94	2017-12-08
A/Norway/2901/2017	EPI1040288	2017-06-01	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	10.00	2017.42	2017-06-02
A/India/1706/2017	EPI1078406	2017-05-09	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	10.00	2017.35	2017-05-09
A/Bangladesh/2004/2017	EPI1118139	2017-06-05	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	10.00	2017.43	2017-06-06
A/India/1034/2017	EPI1161957	2017-08-07	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	11.00	2017.60	2017-08-08
A/Bangladesh/1191/2017	EPI1057120	2017-06-12	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	10.00	2017.45	2017-XX-XX
A/Bangladesh/4018/2017	EPI1046996	2017-06-12	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	10.00	2017.45	2017-06-12
A/SaudiArabia/1017089598/2017	EPI1060799	2017-01-21	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.11	10.00	2017.06	2017-01-21
A/Singapore/KK0187/2017	EPI1023118	2017-02-24	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	4.00	0.09	10.00	2017.15	2017-02-24
A/Sydney/2/2018	EPI1242895	2018-01-03	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	10.00	2018.01	2018-01-04
A/Brisbane/200/2017	EPI1244254	2017-11-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	10.00	2017.90	2017-11-23
A/Guizhou-Qingzhen/SWL1345/2017	EPI1030012	2017-05-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	11.00	2017.33	2017-05-02
A/Shenzhen/2019-14222/2018	EPI1381045	2018-01-22	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.06	2018-01-23
A/Yunnan-Wenshan/SWL116/2018	EPI1168665	2018-01-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.10	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	11.00	2018.01	2018-01-02
